Date,Quarter,Close,PE
2005-01-03,2005-Q1,21.0,
2005-01-04,2005-Q1,20.55,
2005-01-05,2005-Q1,19.100000000000005,
2005-01-06,2005-Q1,18.800000000000004,
2005-01-07,2005-Q1,19.5,
2005-01-10,2005-Q1,19.4,
2005-01-11,2005-Q1,18.5,
2005-01-12,2005-Q1,16.95,
2005-01-13,2005-Q1,17.15,
2005-01-14,2005-Q1,17.9,
2005-01-17,2005-Q1,17.55,
2005-01-18,2005-Q1,17.65,
2005-01-19,2005-Q1,17.7,
2005-01-20,2005-Q1,17.15,
2005-01-21,2005-Q1,17.15,
2005-01-24,2005-Q1,16.899999999999995,
2005-01-25,2005-Q1,18.399999999999995,
2005-01-26,2005-Q1,18.399999999999995,
2005-01-27,2005-Q1,18.599999999999998,
2005-01-28,2005-Q1,18.549999999999997,
2005-01-31,2005-Q1,20.449999999999996,
2005-02-01,2005-Q1,20.999999999999996,
2005-02-02,2005-Q1,21.349999999999998,
2005-02-03,2005-Q1,22.799999999999994,
2005-02-04,2005-Q1,21.949999999999992,
2005-02-07,2005-Q1,22.999999999999993,
2005-02-08,2005-Q1,22.39999999999999,
2005-02-09,2005-Q1,22.999999999999993,
2005-02-10,2005-Q1,24.049999999999994,
2005-02-11,2005-Q1,23.849999999999994,
2005-02-14,2005-Q1,23.899999999999995,
2005-02-15,2005-Q1,22.999999999999996,
2005-02-16,2005-Q1,21.949999999999996,
2005-02-17,2005-Q1,22.749999999999993,
2005-02-18,2005-Q1,22.749999999999993,
2005-02-21,2005-Q1,22.349999999999994,
2005-02-22,2005-Q1,22.44999999999999,
2005-02-23,2005-Q1,22.199999999999992,
2005-02-24,2005-Q1,22.44999999999999,
2005-02-25,2005-Q1,22.04999999999999,
2005-02-28,2005-Q1,22.09999999999999,
2005-03-01,2005-Q1,21.749999999999993,8.269961977186313
2005-03-02,2005-Q1,21.949999999999992,8.346007604562738
2005-03-03,2005-Q1,22.74999999999999,8.650190114068442
2005-03-04,2005-Q1,23.74999999999999,9.030418250950571
2005-03-07,2005-Q1,26.09999999999999,9.923954372623577
2005-03-08,2005-Q1,27.54999999999999,10.475285171102662
2005-03-09,2005-Q1,26.199999999999992,9.961977186311788
2005-03-10,2005-Q1,27.549999999999997,10.475285171102662
2005-03-11,2005-Q1,28.899999999999995,10.988593155893536
2005-03-14,2005-Q1,30.349999999999994,11.539923954372624
2005-03-15,2005-Q1,29.599999999999994,11.254752851711029
2005-03-16,2005-Q1,29.749999999999993,11.311787072243346
2005-03-17,2005-Q1,29.19999999999999,11.102661596958177
2005-03-18,2005-Q1,28.94999999999999,11.007604562737642
2005-03-21,2005-Q1,29.699999999999992,11.29277566539924
2005-03-22,2005-Q1,28.249999999999993,10.741444866920151
2005-03-23,2005-Q1,28.299999999999994,10.76045627376426
2005-03-24,2005-Q1,27.29999999999999,10.38022813688213
2005-03-25,2005-Q1,27.29999999999999,10.38022813688213
2005-03-28,2005-Q1,26.94999999999999,10.247148288973383
2005-03-29,2005-Q1,25.649999999999988,9.752851711026617
2005-03-30,2005-Q1,26.94999999999999,10.247148288973383
2005-03-31,2005-Q1,28.299999999999986,10.76045627376426
2005-04-01,2005-Q2,29.749999999999982,11.311787072243346
2005-04-04,2005-Q2,30.29999999999998,11.520912547528518
2005-04-05,2005-Q2,29.599999999999984,11.254752851711029
2005-04-06,2005-Q2,30.19999999999998,11.482889733840304
2005-04-07,2005-Q2,29.649999999999977,11.273764258555133
2005-04-08,2005-Q2,29.34999999999998,11.159695817490496
2005-04-11,2005-Q2,28.599999999999977,10.874524714828896
2005-04-12,2005-Q2,29.149999999999977,11.083650190114067
2005-04-13,2005-Q2,28.49999999999998,10.836501901140684
2005-04-14,2005-Q2,28.49999999999998,10.836501901140684
2005-04-15,2005-Q2,27.049999999999983,10.285171102661598
2005-04-18,2005-Q2,25.899999999999984,9.847908745247148
2005-04-19,2005-Q2,26.049999999999986,9.904942965779467
2005-04-20,2005-Q2,25.849999999999987,9.828897338403042
2005-04-21,2005-Q2,26.499999999999986,10.076045627376429
2005-04-22,2005-Q2,26.599999999999984,10.11406844106464
2005-04-25,2005-Q2,26.099999999999987,9.923954372623577
2005-04-26,2005-Q2,26.39999999999998,10.038022813688212
2005-04-27,2005-Q2,29.049999999999986,11.045627376425855
2005-04-28,2005-Q2,29.94999999999998,11.387832699619771
2005-04-29,2005-Q2,29.19999999999998,11.102661596958177
2005-05-02,2005-Q2,28.449999999999978,10.817490494296578
2005-05-03,2005-Q2,27.099999999999984,10.304182509505704
2005-05-04,2005-Q2,28.399999999999977,10.79847908745247
2005-05-05,2005-Q2,28.89999999999998,10.988593155893536
2005-05-06,2005-Q2,28.599999999999984,10.874524714828896
2005-05-09,2005-Q2,28.599999999999984,10.874524714828896
2005-05-10,2005-Q2,28.499999999999982,10.836501901140684
2005-05-11,2005-Q2,28.599999999999984,10.874524714828896
2005-05-12,2005-Q2,31.149999999999984,11.844106463878328
2005-05-13,2005-Q2,30.849999999999984,11.73003802281369
2005-05-16,2005-Q2,32.89999999999998,12.509505703422054
2005-05-17,2005-Q2,31.84999999999998,12.11026615969582
2005-05-18,2005-Q2,31.74999999999998,12.072243346007603
2005-05-19,2005-Q2,32.84999999999998,12.490494296577948
2005-05-20,2005-Q2,33.549999999999976,12.756653992395435
2005-05-23,2005-Q2,36.94999999999999,14.04942965779468
2005-05-24,2005-Q2,36.649999999999984,13.93536121673004
2005-05-25,2005-Q2,36.04999999999998,13.70722433460076
2005-05-26,2005-Q2,34.34999999999999,13.06083650190114
2005-05-27,2005-Q2,34.89999999999999,13.269961977186313
2005-05-30,2005-Q2,34.099999999999994,12.96577946768061
2005-05-31,2005-Q2,34.69999999999999,13.193916349809887
2005-06-01,2005-Q2,34.399999999999984,
2005-06-02,2005-Q2,33.19999999999999,
2005-06-03,2005-Q2,33.69999999999999,
2005-06-04,2005-Q2,33.84999999999998,
2005-06-06,2005-Q2,33.64999999999998,
2005-06-07,2005-Q2,32.89999999999998,
2005-06-08,2005-Q2,32.99999999999998,
2005-06-09,2005-Q2,32.99999999999998,
2005-06-10,2005-Q2,32.79999999999998,
2005-06-13,2005-Q2,32.249999999999986,
2005-06-14,2005-Q2,32.69999999999999,
2005-06-15,2005-Q2,32.899999999999984,
2005-06-16,2005-Q2,32.149999999999984,
2005-06-17,2005-Q2,29.999999999999986,
2005-06-20,2005-Q2,29.849999999999987,
2005-06-21,2005-Q2,29.849999999999987,
2005-06-22,2005-Q2,29.299999999999983,
2005-06-23,2005-Q2,29.14999999999998,
2005-06-24,2005-Q2,31.649999999999977,
2005-06-27,2005-Q2,30.74999999999998,
2005-06-28,2005-Q2,29.599999999999984,
2005-06-29,2005-Q2,30.149999999999977,
2005-06-30,2005-Q2,29.74999999999998,
2005-07-01,2005-Q3,29.74999999999998,
2005-07-04,2005-Q3,29.99999999999998,
2005-07-05,2005-Q3,29.249999999999975,
