Date,Quarter,Close,PE
2005-01-03,2005-Q1,17.65,
2005-01-04,2005-Q1,17.25,
2005-01-05,2005-Q1,16.15,
2005-01-06,2005-Q1,15.6,
2005-01-07,2005-Q1,15.849999999999998,
2005-01-10,2005-Q1,16.299999999999997,
2005-01-11,2005-Q1,15.599999999999998,
2005-01-12,2005-Q1,14.399999999999999,
2005-01-13,2005-Q1,15.049999999999997,
2005-01-14,2005-Q1,14.799999999999997,
2005-01-17,2005-Q1,14.399999999999997,
2005-01-18,2005-Q1,14.649999999999997,
2005-01-19,2005-Q1,14.799999999999995,
2005-01-20,2005-Q1,14.449999999999994,
2005-01-21,2005-Q1,14.449999999999994,
2005-01-24,2005-Q1,13.999999999999995,
2005-01-25,2005-Q1,14.199999999999994,
2005-01-26,2005-Q1,14.199999999999994,
2005-01-27,2005-Q1,14.349999999999996,
2005-01-28,2005-Q1,14.849999999999994,
2005-01-31,2005-Q1,14.749999999999995,
2005-02-01,2005-Q1,14.699999999999994,
2005-02-02,2005-Q1,14.899999999999993,
2005-02-03,2005-Q1,14.899999999999993,
2005-02-04,2005-Q1,14.599999999999993,
2005-02-07,2005-Q1,15.149999999999991,
2005-02-08,2005-Q1,14.94999999999999,
2005-02-09,2005-Q1,15.899999999999993,
2005-02-10,2005-Q1,15.299999999999995,
2005-02-11,2005-Q1,15.949999999999992,
2005-02-14,2005-Q1,16.499999999999993,
2005-02-15,2005-Q1,16.099999999999994,
2005-02-16,2005-Q1,15.649999999999991,
2005-02-17,2005-Q1,15.649999999999991,
2005-02-18,2005-Q1,16.29999999999999,
2005-02-21,2005-Q1,15.84999999999999,
2005-02-22,2005-Q1,15.69999999999999,
2005-02-23,2005-Q1,15.79999999999999,
2005-02-24,2005-Q1,15.549999999999992,
2005-02-25,2005-Q1,15.44999999999999,
2005-02-28,2005-Q1,15.249999999999991,
2005-03-01,2005-Q1,14.94999999999999,26.2280701754386
2005-03-02,2005-Q1,15.49999999999999,27.19298245614036
