Date,Quarter,Close,PE
2005-01-03,2005-Q1,115.740841,98.92379572649574
2005-01-04,2005-Q1,119.87896700000002,102.46065555555556
2005-01-05,2005-Q1,115.27635800000002,98.52680170940172
2005-01-06,2005-Q1,116.33200200000002,99.42906153846155
2005-01-07,2005-Q1,120.25899900000003,102.78546923076924
2005-01-10,2005-Q1,119.96341900000002,102.53283675213676
2005-01-11,2005-Q1,125.283866,107.08022735042736
2005-01-12,2005-Q1,115.78306699999999,98.95988632478634
2005-01-13,2005-Q1,121.39909499999999,103.75991025641028
2005-01-14,2005-Q1,124.22822199999997,106.17796752136752
2005-01-17,2005-Q1,117.80990399999997,100.69222564102564
2005-01-18,2005-Q1,117.97880699999997,100.83658717948718
2005-01-19,2005-Q1,114.98077699999999,98.2741683760684
2005-01-20,2005-Q1,126.50841299999999,108.12684871794872
2005-01-21,2005-Q1,126.50841299999999,108.12684871794872
2005-01-24,2005-Q1,126.97289699999999,108.5238435897436
2005-01-25,2005-Q1,127.099574,108.63211452991456
2005-01-26,2005-Q1,127.099574,108.63211452991456
2005-01-27,2005-Q1,132.251118,113.03514358974358
2005-01-28,2005-Q1,144.581044,123.57354188034188
2005-01-31,2005-Q1,141.583014,121.01112307692308
2005-02-01,2005-Q1,146.81900999999996,125.48633333333332
2005-02-02,2005-Q1,143.86320599999996,122.96000512820513
2005-02-03,2005-Q1,140.65404699999996,120.2171341880342
2005-02-04,2005-Q1,147.91687999999994,126.42468376068376
2005-02-07,2005-Q1,146.01671999999996,124.80061538461538
2005-02-08,2005-Q1,146.86123499999997,125.52242307692308
2005-02-09,2005-Q1,143.14536699999994,122.34646752136752
2005-02-10,2005-Q1,136.93817899999993,117.04117863247863
2005-02-11,2005-Q1,136.64259899999993,116.78854615384616
2005-02-14,2005-Q1,139.3028219999999,119.06224102564104
2005-02-15,2005-Q1,144.7921729999999,123.75399401709402
2005-02-16,2005-Q1,138.5005319999999,118.37652307692308
2005-02-17,2005-Q1,137.1915339999999,117.25772136752136
2005-02-18,2005-Q1,136.8959529999999,117.00508803418803
2005-02-21,2005-Q1,134.0246009999999,114.55094102564102
2005-02-22,2005-Q1,133.6445689999999,114.22612735042736
2005-02-23,2005-Q1,138.7961129999999,118.6291564102564
2005-02-24,2005-Q1,136.9381789999999,117.04117863247863
2005-02-25,2005-Q1,131.95553799999993,112.7825111111111
2005-02-28,2005-Q1,145.0455269999999,123.9705358974359
2005-03-01,2005-Q1,138.5005319999999,56.5308293877551
2005-03-02,2005-Q1,137.27598499999988,56.03101428571428
