Date,Quarter,Close,PE
2005-01-03,2005-Q1,54.4,81.19402985074626
2005-01-04,2005-Q1,56.88,84.8955223880597
2005-01-05,2005-Q1,56.746667,84.69651791044775
2005-01-06,2005-Q1,55.58666699999999,82.96517462686566
2005-01-07,2005-Q1,56.973333000000004,85.03482537313432
2005-01-10,2005-Q1,55.713333,83.15422835820895
2005-01-11,2005-Q1,53.953333,80.52736268656716
2005-01-12,2005-Q1,53.626667,80.03980149253731
2005-01-13,2005-Q1,56.63333299999999,84.52736268656716
2005-01-14,2005-Q1,56.73333299999999,84.67661641791045
2005-01-17,2005-Q1,57.926666999999995,86.45771194029851
2005-01-18,2005-Q1,58.84666699999999,87.8308462686567
2005-01-19,2005-Q1,59.366666999999985,88.60696567164179
2005-01-20,2005-Q1,56.45999999999999,84.26865671641791
2005-01-21,2005-Q1,56.45999999999999,84.26865671641791
2005-01-24,2005-Q1,55.25999999999999,82.4776119402985
2005-01-25,2005-Q1,55.41333299999998,82.7064671641791
2005-01-26,2005-Q1,55.41333299999998,82.7064671641791
2005-01-27,2005-Q1,55.906666999999985,83.44278656716418
2005-01-28,2005-Q1,59.66666699999998,89.05472686567163
2005-01-31,2005-Q1,59.89999999999997,89.40298507462686
2005-02-01,2005-Q1,59.619999999999976,88.98507462686567
2005-02-02,2005-Q1,60.47333299999997,90.25870597014924
2005-02-03,2005-Q1,61.099999999999966,91.19402985074626
2005-02-04,2005-Q1,60.81999999999997,90.77611940298507
2005-02-07,2005-Q1,60.69999999999997,90.59701492537312
2005-02-08,2005-Q1,60.466666999999966,90.2487567164179
2005-02-09,2005-Q1,60.81999999999996,90.77611940298507
2005-02-10,2005-Q1,60.49999999999996,90.29850746268656
2005-02-11,2005-Q1,60.25999999999996,89.94029850746267
2005-02-14,2005-Q1,59.686666999999964,89.08457761194029
2005-02-15,2005-Q1,59.75333299999995,89.1840791044776
2005-02-16,2005-Q1,59.24666699999995,88.42786119402984
2005-02-17,2005-Q1,58.846666999999954,87.8308462686567
2005-02-18,2005-Q1,58.25333299999996,86.94527313432835
2005-02-21,2005-Q1,58.37333299999996,87.1243776119403
2005-02-22,2005-Q1,59.14666699999996,88.27860746268657
2005-02-23,2005-Q1,58.41333299999996,87.1840791044776
2005-02-24,2005-Q1,57.093332999999966,85.21392985074627
2005-02-25,2005-Q1,57.89333299999996,86.40795970149253
2005-02-28,2005-Q1,59.89999999999996,89.40298507462686
2005-03-01,2005-Q1,59.12666699999996,55.77987452830188
2005-03-02,2005-Q1,59.10666699999997,55.76100660377358
2005-03-03,2005-Q1,59.739999999999974,56.35849056603774
2005-03-04,2005-Q1,59.71999999999997,56.33962264150943
2005-03-07,2005-Q1,59.37333299999997,56.01257830188679
2005-03-08,2005-Q1,59.96666699999997,56.57232735849056
2005-03-09,2005-Q1,59.15999999999997,55.811320754716974
2005-03-10,2005-Q1,58.72666699999996,55.40251603773584
2005-03-11,2005-Q1,58.17333299999997,54.88050283018868
2005-03-14,2005-Q1,57.26666699999998,54.025157547169805
2005-03-15,2005-Q1,56.88666699999998,53.66666698113208
2005-03-16,2005-Q1,57.13333299999998,53.899370754716976
2005-03-17,2005-Q1,55.99333299999997,52.82389905660377
2005-03-18,2005-Q1,56.599999999999966,53.39622641509434
2005-03-21,2005-Q1,55.78666699999997,52.62893113207547
2005-03-22,2005-Q1,54.71333299999996,51.61635188679245
2005-03-23,2005-Q1,54.94666699999997,51.83647830188679
2005-03-24,2005-Q1,53.97333299999997,50.91823867924528
2005-03-25,2005-Q1,53.97333299999997,50.91823867924528
2005-03-28,2005-Q1,54.693332999999974,51.59748396226415
2005-03-29,2005-Q1,53.353332999999964,50.33333301886792
2005-03-30,2005-Q1,52.82666699999997,49.83647830188679
2005-03-31,2005-Q1,53.39999999999997,50.37735849056603
2005-04-01,2005-Q2,55.23333299999997,52.106917924528304
2005-04-04,2005-Q2,56.55333299999998,53.35220094339623
2005-04-05,2005-Q2,54.53999999999998,51.45283018867924
